sequence_id	source	candidate_group	embedding_group	embedding_method	axis1_label	axis2_label	axis3_label	axis1	axis2	axis3	pc1	pc2	pc3
A0A4Y0BJ88	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.379807	-1.785764	-2.778045	-10.379807	-1.785764	-2.778045
A0A182VZ71	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.396057	-1.915421	-2.822721	-10.396057	-1.915421	-2.822721
A0A1L8DZU4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.379085	-1.737359	-2.765745	-10.379085	-1.737359	-2.765745
W8BDU2	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.372675	-1.660203	-2.741831	-10.372675	-1.660203	-2.741831
A0A0A1WFE6	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.375733	-1.681671	-2.749528	-10.375733	-1.681671	-2.749528
A0A034VA95	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.374213	-1.674167	-2.746469	-10.374213	-1.674167	-2.746469
A0A0K8UWD0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.373169	-1.689955	-2.749431	-10.373169	-1.689955	-2.749431
A0A1A9VVE4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.389711	-1.837195	-2.7986	-10.389711	-1.837195	-2.7986
A0A1A9XTG1	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.384526	-1.801126	-2.785627	-10.384526	-1.801126	-2.785627
A0A1B0G312	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.388631	-1.83368	-2.796865	-10.388631	-1.83368	-2.796865
B4NH17	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.377821	-1.717892	-2.760001	-10.377821	-1.717892	-2.760001
A0A3B0K6B0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.378641	-1.725679	-2.762556	-10.378641	-1.725679	-2.762556
B4GNS0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.378963	-1.726727	-2.763073	-10.378963	-1.726727	-2.763073
B3M080	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.378736	-1.731105	-2.763946	-10.378736	-1.731105	-2.763946
A0A1W4UJU4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.380339	-1.744001	-2.768379	-10.380339	-1.744001	-2.768379
B4PNB8	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.380665	-1.750178	-2.77014	-10.380665	-1.750178	-2.77014
B4I007	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.36917	-1.674379	-2.742388	-10.36917	-1.674379	-2.742388
B3P7R1	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.379961	-1.741492	-2.767463	-10.379961	-1.741492	-2.767463
Q9V9Z3	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.379738	-1.740764	-2.767104	-10.379738	-1.740764	-2.767104
B4K4J3	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.381432	-1.747559	-2.770136	-10.381432	-1.747559	-2.770136
B4LW00	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.378801	-1.726202	-2.762814	-10.378801	-1.726202	-2.762814
B4JI23	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.378192	-1.719101	-2.760597	-10.378192	-1.719101	-2.760597
A0A1I8PDC6	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.364747	-1.622882	-2.726308	-10.364747	-1.622882	-2.726308
A0A0M5J5L1	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.380294	-1.734899	-2.766141	-10.380294	-1.734899	-2.766141
A0A0L0CEU7	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.374391	-1.68114	-2.7483	-10.374391	-1.68114	-2.7483
T1P8F4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.400421	-1.956492	-2.836231	-10.400421	-1.956492	-2.836231
A0A1J1HPS1	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.393522	-1.868789	-2.809365	-10.393522	-1.868789	-2.809365
A0A2M4BNT9	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.387185	-1.775241	-2.781545	-10.387185	-1.775241	-2.781545
A0A2M3Z5P8	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.381412	-1.721909	-2.763915	-10.381412	-1.721909	-2.763915
A0A2M4A8N0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.382278	-1.732403	-2.767163	-10.382278	-1.732403	-2.767163
A0A182Q2S2	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.386311	-1.80438	-2.787877	-10.386311	-1.80438	-2.787877
A0A182JJT3	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.400478	-1.897832	-2.822089	-10.400478	-1.897832	-2.822089
A0A2C9GPJ6	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.374728	-1.666888	-2.74513	-10.374728	-1.666888	-2.74513
A0A140AZ69	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.39194	-1.855963	-2.804966	-10.39194	-1.855963	-2.804966
A0A140AZ72	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.390108	-1.838489	-2.799239	-10.390108	-1.838489	-2.799239
A0A140AZ76	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.393003	-1.841515	-2.802342	-10.393003	-1.841515	-2.802342
A0A140AZ75	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.394306	-1.849596	-2.805365	-10.394306	-1.849596	-2.805365
A0A140AZ68	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.419059	-1.931456	-2.845446	-10.419059	-1.931456	-2.845446
A0A140AZ71	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.409906	-1.923407	-2.836	-10.409906	-1.923407	-2.836
A0A140AZ74	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.418728	-1.931657	-2.845224	-10.418728	-1.931657	-2.845224
A0A140AZ70	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.406408	-1.901786	-2.827904	-10.406408	-1.901786	-2.827904
A0A140AZ66	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.415299	-1.972946	-2.852402	-10.415299	-1.972946	-2.852402
A0A140AZ64	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.418353	-1.939392	-2.846788	-10.418353	-1.939392	-2.846788
A0A140AZ63	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.415518	-1.930163	-2.842232	-10.415518	-1.930163	-2.842232
A0A140AZ67	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.411967	-1.910929	-2.834671	-10.411967	-1.910929	-2.834671
A0A140AZ65	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.415223	-1.921526	-2.839901	-10.415223	-1.921526	-2.839901
A0A140AZ61	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.384559	-1.857522	-2.799296	-10.384559	-1.857522	-2.799296
A0A140AZ62	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.403196	-1.89133	-2.822744	-10.403196	-1.89133	-2.822744
A0A0A9YE00	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.405147	-1.906634	-2.828043	-10.405147	-1.906634	-2.828043
A0A481Y8N8	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.40738	-1.917742	-2.83256	-10.40738	-1.917742	-2.83256
A0A343W969	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.40299	-1.881703	-2.820246	-10.40299	-1.881703	-2.820246
A0A411EX07	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.396001	-1.869186	-2.811492	-10.396001	-1.869186	-2.811492
A0A386JV80	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.389936	-1.849439	-2.801746	-10.389936	-1.849439	-2.801746
A0A386JV86	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.394998	-1.864641	-2.809571	-10.394998	-1.864641	-2.809571
A0A1Y1N275	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.400391	-1.857891	-2.812357	-10.400391	-1.857891	-2.812357
A0A1Y1MKW3	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.392496	-1.850099	-2.804003	-10.392496	-1.850099	-2.804003
A0A1Y1KX19	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.397717	-1.908032	-2.822294	-10.397717	-1.908032	-2.822294
A0A1Y1KZI4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.39217	-1.843921	-2.802242	-10.39217	-1.843921	-2.802242
A0A1Y1JRY3	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.402797	-1.898983	-2.824267	-10.402797	-1.898983	-2.824267
A0A1Y1MBK9	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.430834	-1.997932	-2.871173	-10.430834	-1.997932	-2.871173
A0A0N1IBM1	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.425046	-1.962459	-2.85785	-10.425046	-1.962459	-2.85785
A0A0N0PE70	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.404735	-1.959022	-2.840378	-10.404735	-1.959022	-2.840378
A0A0N1PFP8	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.434889	-2.012412	-2.877998	-10.434889	-2.012412	-2.877998
A0A0N0PDW3	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.434854	-1.996948	-2.874229	-10.434854	-1.996948	-2.874229
A0A194QJI9	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.424916	-1.913423	-2.845883	-10.424916	-1.913423	-2.845883
A0A194QQ91	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.425548	-1.971768	-2.860513	-10.425548	-1.971768	-2.860513
A0A0N0PBV2	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.424648	-1.965003	-2.858141	-10.424648	-1.965003	-2.858141
A0A0N1IJ12	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.428799	-1.984913	-2.866357	-10.428799	-1.984913	-2.866357
A0A194QGD2	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.40948	-1.97703	-2.848621	-10.40948	-1.97703	-2.848621
A0A194QAU3	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.407652	-1.873854	-2.822167	-10.407652	-1.873854	-2.822167
A0A0N1IP44	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.426338	-1.967945	-2.860237	-10.426338	-1.967945	-2.860237
I4DRD5	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.429805	-2.057267	-2.884682	-10.429805	-2.057267	-2.884682
B0VZB0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.286233	-1.543824	-2.642855	-10.286233	-1.543824	-2.642855
B0VZB0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.415392	-2.034653	-2.867403	-10.415392	-2.034653	-2.867403
A0A1I8Q9E8	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.392943	-1.884817	-2.812767	-10.392943	-1.884817	-2.812767
A0A1I8PWU4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.455411	-2.104806	-2.917161	-10.455411	-2.104806	-2.917161
A0A1I8PCK3	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.450742	-2.074255	-2.905946	-10.450742	-2.074255	-2.905946
A0A1I8PXF3	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.457869	-2.103855	-2.918946	-10.457869	-2.103855	-2.918946
W8CDV9	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.458628	-2.02829	-2.90129	-10.458628	-2.02829	-2.90129
A0A034WU06	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.455737	-1.99457	-2.890764	-10.455737	-1.99457	-2.890764
A0A0K8WB74	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.45522	-1.992887	-2.889933	-10.45522	-1.992887	-2.889933
W8BT29	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.468292	-2.0751	-2.92053	-10.468292	-2.0751	-2.92053
A0A034UXD5	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.465316	-2.027033	-2.906465	-10.465316	-2.027033	-2.906465
A0A0A1XCJ1	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.464855	-2.043442	-2.910056	-10.464855	-2.043442	-2.910056
A0A1I8Q9M6	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.465125	-2.032808	-2.907705	-10.465125	-2.032808	-2.907705
A0A1I8NBZ0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.431234	-1.957019	-2.861605	-10.431234	-1.957019	-2.861605
A0A1I8NJS9	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.460076	-2.127669	-2.926514	-10.460076	-2.127669	-2.926514
A0A1I8Q3Z8	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.453999	-2.091256	-2.912727	-10.453999	-2.091256	-2.912727
D2DGZ6	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.421849	-1.898322	-2.839718	-10.421849	-1.898322	-2.839718
Q58GE8	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.424597	-1.912384	-2.84537	-10.424597	-1.912384	-2.84537
A0A1Y1LMS0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.433557	-1.94923	-2.861625	-10.433557	-1.94923	-2.861625
A0A140AZ60	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.443057	-1.994229	-2.880293	-10.443057	-1.994229	-2.880293
A0A140AZ59	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.447451	-2.026444	-2.891685	-10.447451	-2.026444	-2.891685
A0A140AZ58	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.449038	-2.032888	-2.894544	-10.449038	-2.032888	-2.894544
A0A1Y1NCX9	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.443956	-1.977967	-2.877096	-10.443956	-1.977967	-2.877096
A0A482X4F3	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.448882	-2.020867	-2.891509	-10.448882	-2.020867	-2.891509
A0A1Y1LCN7	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.444059	-2.009005	-2.884688	-10.444059	-2.009005	-2.884688
A0A2H1WY54	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.473225	-2.114186	-2.934026	-10.473225	-2.114186	-2.934026
A0A2A4IUH1	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.478143	-2.150665	-2.946879	-10.478143	-2.150665	-2.946879
A0A2A4JEQ9	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.474463	-2.129731	-2.938801	-10.474463	-2.129731	-2.938801
A0A0L7L6A6	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.448817	-2.102528	-2.911207	-10.448817	-2.102528	-2.911207
A5A7A5	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.467646	-2.096025	-2.925062	-10.467646	-2.096025	-2.925062
A5A7A6	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.470412	-2.101191	-2.928578	-10.470412	-2.101191	-2.928578
A0A1W5ZM49	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.475216	-2.115552	-2.935988	-10.475216	-2.115552	-2.935988
Q1X8X9	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.476039	-2.104157	-2.933906	-10.476039	-2.104157	-2.933906
A0A0N1PIW0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.484249	-2.141119	-2.949573	-10.484249	-2.141119	-2.949573
A0A194QQ94	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.484303	-2.141296	-2.94966	-10.484303	-2.141296	-2.94966
A0A212EVK2	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.474633	-2.167383	-2.948047	-10.474633	-2.167383	-2.948047
A0A2A4JDM5	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.438543	-2.072922	-2.895629	-10.438543	-2.072922	-2.895629
A0A2A4JF30	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.450828	-2.055347	-2.901443	-10.450828	-2.055347	-2.901443
V9IKH4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.470525	-2.065738	-2.920095	-10.470525	-2.065738	-2.920095
E9IRN2	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.447322	-2.148835	-2.921184	-10.447322	-2.148835	-2.921184
E9IQU2	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.459913	-2.120743	-2.924705	-10.459913	-2.120743	-2.924705
A5A7A4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.49804	-2.137404	-2.959974	-10.49804	-2.137404	-2.959974
A0A1W5ZM48	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.501733	-2.148148	-2.965599	-10.501733	-2.148148	-2.965599
A0A2H1WV31	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.502106	-2.149361	-2.966198	-10.502106	-2.149361	-2.966198
A0A0R5Q896	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.490667	-2.113402	-2.948128	-10.490667	-2.113402	-2.948128
A0A2A4JG86	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.501705	-2.148055	-2.965553	-10.501705	-2.148055	-2.965553
Q1XAA9	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.501553	-2.148838	-2.965618	-10.501553	-2.148838	-2.965618
O76820	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.498787	-2.139834	-2.961174	-10.498787	-2.139834	-2.961174
Q1X8X8	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.498503	-2.137632	-2.960409	-10.498503	-2.137632	-2.960409
A0A194QJJ2	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.502629	-2.151062	-2.967038	-10.502629	-2.151062	-2.967038
A0A212EVH6	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.499985	-2.146292	-2.963717	-10.499985	-2.146292	-2.963717
S4PI76	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.497915	-2.134438	-2.959155	-10.497915	-2.134438	-2.959155
U5ETY6	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.508612	-2.174377	-2.977579	-10.508612	-2.174377	-2.977579
A0A182IT14	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.502926	-2.146912	-2.966277	-10.502926	-2.146912	-2.966277
A0A2M4CPQ8	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.500572	-2.126458	-2.959401	-10.500572	-2.126458	-2.959401
W5J8W7	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.492243	-2.052009	-2.934569	-10.492243	-2.052009	-2.934569
A0A2M4A321	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.501842	-2.130592	-2.961442	-10.501842	-2.130592	-2.961442
A0A2M3Z093	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.504501	-2.157157	-2.970046	-10.504501	-2.157157	-2.970046
A0A2M4BNI6	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.502817	-2.142719	-2.965174	-10.502817	-2.142719	-2.965174
A0A182P468	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.510993	-2.256327	-2.999352	-10.510993	-2.256327	-2.999352
A0A182QJE2	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.496968	-2.126237	-2.956395	-10.496968	-2.126237	-2.956395
A0A182NK80	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.496015	-2.121856	-2.954554	-10.496015	-2.121856	-2.954554
A0A182RF58	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.496552	-2.124883	-2.955727	-10.496552	-2.124883	-2.955727
A0A182WLG4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.495658	-2.119415	-2.953672	-10.495658	-2.119415	-2.953672
A0A182YEJ2	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.496829	-2.121947	-2.955243	-10.496829	-2.121947	-2.955243
A0A182JX98	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.494703	-2.11119	-2.9509	-10.494703	-2.11119	-2.9509
A0A182WWX1	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.510746	-2.260642	-3.000194	-10.510746	-2.260642	-3.000194
Q17F78	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.501447	-2.144658	-2.964521	-10.501447	-2.144658	-2.964521
A0A023ES27	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.5009	-2.142875	-2.963641	-10.5009	-2.142875	-2.963641
A0A1Q3FYU3	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.507851	-2.169341	-2.975738	-10.507851	-2.169341	-2.975738
B0VZA8	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.51434	-2.250594	-3.000708	-10.51434	-2.250594	-3.000708
A0A1A9WS63	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.44319	-2.081652	-2.901548	-10.44319	-2.081652	-2.901548
A0A1A9Y0F9	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.493744	-2.123417	-2.953071	-10.493744	-2.123417	-2.953071
D3TN21	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.489829	-2.11323	-2.947399	-10.489829	-2.11323	-2.947399
A0A1I8Q064	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.502154	-2.011424	-3.258774	-10.502154	-2.011424	-3.258774
B4MYB4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.514824	-2.212512	-2.991894	-10.514824	-2.212512	-2.991894
A0A0M4E5B7	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.515303	-2.220466	-2.994209	-10.515303	-2.220466	-2.994209
A0A3B0J0A8	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.514892	-2.202498	-2.989527	-10.514892	-2.202498	-2.989527
B4GGH4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.514894	-2.202504	-2.98953	-10.514894	-2.202504	-2.98953
B3MF90	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.517601	-2.213875	-2.994498	-10.517601	-2.213875	-2.994498
B3NSI9	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.517581	-2.211253	-2.993848	-10.517581	-2.211253	-2.993848
A0A1W4UGM3	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.515946	-2.205929	-2.99122	-10.515946	-2.205929	-2.99122
A0A0J9RAD0	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.515336	-2.203943	-2.99024	-10.515336	-2.203943	-2.99024
B4QB76	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.490296	-2.168481	-2.961146	-10.490296	-2.168481	-2.961146
B4KR78	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.513518	-2.2057	-2.989176	-10.513518	-2.2057	-2.989176
A0A484BQ04	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.513354	-2.205166	-2.988912	-10.513354	-2.205166	-2.988912
B4J8V8	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.516706	-2.216079	-2.994298	-10.516706	-2.216079	-2.994298
B4MFG4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.517021	-2.214546	-2.994186	-10.517021	-2.214546	-2.994186
A0A0L0C1A4	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.515805	-2.200354	-2.989757	-10.515805	-2.200354	-2.989757
T1PHW2	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.502644	-2.131922	-2.96242	-10.502644	-2.131922	-2.96242
A0A1I8P502	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.508182	-2.076341	-3.095724	-10.508182	-2.076341	-3.095724
A0A1I8P557	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.519173	-2.185568	-3.14027	-10.519173	-2.185568	-3.14027
A0A1I8QC75	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.467161	-2.088048	-2.922735	-10.467161	-2.088048	-2.922735
A0A1I8P9H1	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.473616	-2.217803	-2.95941	-10.473616	-2.217803	-2.95941
A0A1I8Q9H8	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.478548	-2.162217	-2.950005	-10.478548	-2.162217	-2.950005
W8ANY3	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.477399	-2.068928	-2.926499	-10.477399	-2.068928	-2.926499
W8BGW1	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.487347	-2.112826	-2.945268	-10.487347	-2.112826	-2.945268
A0A0A1XA06	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.478782	-2.086224	-2.931816	-10.478782	-2.086224	-2.931816
A0A034WRK8	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.483646	-2.11485	-2.942725	-10.483646	-2.11485	-2.942725
A0A0K8V1D2	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.479041	-2.093462	-2.933778	-10.479041	-2.093462	-2.933778
E9J201	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.488541	-2.201147	-2.96761	-10.488541	-2.201147	-2.96761
E9ICT6	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.475958	-2.196004	-2.956056	-10.475958	-2.196004	-2.956056
E9J6I9	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.4774	-2.213491	-2.961467	-10.4774	-2.213491	-2.961467
E9ILC8	insect		ref:insect	lda_reference_subclade_spread	LD1	LD2	LD3	-10.484942	-2.208619	-2.966468	-10.484942	-2.208619	-2.966468
